pi,piName,iec_range,cohort_id,companyId,companyName,avg_monthly_impressions,p99,p100,total_companies_in_cohort
161,Chemicals,1001-5000,1001-5000_161,2625,Deepak Nitrite,2858.0,70933.0,70933.0,49
155,IT Services & Consulting,51-200,51-200_155,2626,Winsoft Technologies,151.5,24634.5,159944.5,920
155,IT Services & Consulting,201-500,201-500_155,2632,Monocept,546.0,28670.0,100078.0,607
121,EdTech,51-200,51-200_121,2636,Trivium Education Services,4024.0,25983.0,25983.0,57
157,Software Product,201-500,201-500_157,2642,Evergent,158.0,12910.0,27879.5,141
155,IT Services & Consulting,51-200,51-200_155,2650,Hestabit Technologies,924.0,24634.5,159944.5,920
55,Telecom,201-500,201-500_55,2655,Evolve Technologies & Services,152.0,24148.0,24148.0,33
129,Healthcare,1001-5000,1001-5000_129,2666,Kokilaben Dhirubhai Ambani Hospital,2443.5,25991.0,27169.5,106
41,Non-Profit,51-200,51-200_41,2670,CRY - Child Rights and You,254.0,67459.5,67459.5,43
46,Real Estate,201-500,201-500_46,2671,Emaar India Limited,12233.0,12233.0,13549.5,104
155,IT Services & Consulting,1001-5000,1001-5000_155,2672,Mobile Programming,4983.5,89243.5,176256.0,347
159,Auto Components,51-200,51-200_159,2673,Rheinmetall Automotive,3552.5,11938.5,11938.5,45
113,Fitness & Wellness,501-1000,501-1000_113,2686,OmniActive Health Technologies,1509.0,1534.0,1534.0,9
46,Real Estate,201-500,201-500_46,2697,Mahindra Lifespace Developers,11064.5,12233.0,13549.5,104
21,Financial Services,1001-5000,1001-5000_21,2699,PNB Housing Finance,3548.5,35134.5,50693.0,150
21,Financial Services,201-500,201-500_21,2702,Recorders & Medicare Systems (P),102.0,12502.0,15819.0,130
121,EdTech,51-200,51-200_121,2703,Techno India Group,776.0,25983.0,25983.0,57
56,Fashion & Textile,1001-5000,1001-5000_56,2704,Zodiac Clothing Company,107.0,14702.5,14702.5,54
189,Accounting & Auditing,11-50,11-50_189,2705,Mahajan & Aibara,1338.0,5084.5,5084.5,18
137,Oil & Gas,501-1000,501-1000_137,2707,Indraprastha Gas,1056.5,4128.0,4128.0,31
131,Pharma,1001-5000,1001-5000_131,2710,Medreich,1276.0,54917.5,76591.5,101
131,Pharma,1001-5000,1001-5000_131,2711,Bharat Serums and Vaccines,1187.0,54917.5,76591.5,101
83,Analytics & KPO,501-1000,501-1000_83,2719,Sigmoid,3475.0,8555.5,8555.5,40
163,Electrical Equipment,1001-5000,1001-5000_163,2724,Graphite India,273.0,11900.5,11900.5,12
129,Healthcare,201-500,201-500_129,2729,Asian Heart Institute,564.0,10433.0,11303.5,115
155,IT Services & Consulting,201-500,201-500_155,2740,Clarion Technologies,1133.0,28670.0,100078.0,607
163,Electrical Equipment,501-1000,501-1000_163,2746,Voltamp Transformers,281.5,4096.0,4096.0,18
131,Pharma,501-1000,501-1000_131,2750,Flamingo Pharmaceuticals,2904.0,6329.5,6329.5,61
129,Healthcare,501-1000,501-1000_129,2775,Simplify Healthcare,641.0,9328.0,9328.0,79
155,IT Services & Consulting,201-500,201-500_155,2780,iFlair Web Technologies,405.0,28670.0,100078.0,607
